Y_e,L_e,rev_e,K_e,I_e,Z_e,P_e,Lam_e,V_e,D_e,q_e,a_e
0.0191623692176165,0.00915361313915669,0.0147368797909162,0.00245054069144457,0.0025088575061526,1.69973340492444e-05,0.000160178890775686,-4.04862373815096e-06,0.0208837591261162,0.00586429667495331,0.00501771501230519,0.02
0.0130095604022799,0.00621449684434033,0.010005042988359,0.00360243231739643,0.00152858001642861,1.30038600372299e-05,0.000122545328022139,-3.09741141057973e-06,0.0156452733866246,0.0041545897898021,0.00236120647648708,0.0125
0.0090039855148748,0.0043010861119388,0.00692454313268709,0.00400149989994114,0.000922020039823029,1.01390907824017e-05,9.55484142568519e-05,-2.41504717768404e-06,0.0119694620800201,0.0030101927702551,0.000820949301505447,0.0078125
0.00636523360442209,0.00304058883813152,0.00489520274889765,0.00397976847745984,0.000548086266502018,8.0369127441679e-06,7.57379813147718e-05,-1.91432583618312e-06,0.00933257219766936,0.00223086384537294,-4.02534385792741e-05,0.0048828125
0.0046017049435394,0.00219817426307495,0.00353895553394623,0.0037370505051042,0.000318743397243526,6.45964980119148e-06,6.08742251553274e-05,-1.53863490881534e-06,0.00739761286697416,0.00168963140614176,-0.000492767453111553,0.0030517578125
0.00340290225083462,0.00162552189662796,0.00261701258551494,0.00339171913632152,0.000179093398432334,5.25127127186994e-06,4.94867492192297e-05,-1.25080918367271e-06,0.00594581402169858,0.00130559977043929,-0.000703135546584965,0.0019073486328125
0.00257202044646909,0.00122862052628314,0.00197802034335859,0.0030122565885442,9.49298100150486e-05,4.30793433594395e-06,4.05969631158687e-05,-1.02611416374909e-06,0.0048335565117279,0.00102690908023445,-0.000773388614685122,0.00119209289550781
0.00198373728583279,0.00094760535495475,0.001525599344532,0.00263681559107032,4.49621655972121e-05,3.55939339653256e-06,3.35428888106337e-05,-8.47817931748374e-07,0.00396525774113776,0.000820048303395632,-0.000765556539952139,0.000745058059692383
0.0015577666220139,0.00074412474037383,0.00119800527743807,0.00228531322404724,1.59587712643683e-05,2.95722911582488e-06,2.78682338165082e-05,-7.04387403516193e-07,0.00327625983098034,0.000663144648567787,-0.000716938085335239,0.000465661287307739
0.00124227351952555,0.000593417811838304,0.00095537432333026,0.00196687796470885,-2.86931273324464e-07,2.46736326970677e-06,2.32518529398318e-05,-5.87705429322405e-07,0.00272199498167947,0.000541743074210871,-0.000649602818176054,0.000291038304567337
0.0010034616516148,0.000479340506100712,0.000771715311750021,0.00168440978036588,-8.85059080438233e-06,2.06527211738493e-06,1.94626401972542e-05,-4.9193065787545e-07,0.00227109573694584,0.000446146193174068,-0.000576294523586096,0.000181898940354586
