Y_e,L_e,rev_e,K_e,I_e,Z_e,P_e,Lam_e,V_e,D_e,q_e,a_e
0.0191623692176165,0.00915361313915669,0.0147368797909162,0.00242111046491256,0.00249635704969073,7.8865132263805e-05,0.00079935107454665,-2.02041087925542e-05,0.0205483699515709,0.00581492933320063,0.00499271409938151,0.02
0.0129971534392067,0.00620857020035837,0.00999550137472538,0.00355486543943306,0.00151925927001006,6.0144017131003e-05,0.00060960000118182,-1.54080292577019e-05,0.0153473339774655,0.0041113380498129,0.00235092316798502,0.0125
0.0089839326451574,0.00429150711835835,0.00690912141071043,0.00394348933569155,0.000914993062496539,4.67423777058759e-05,0.000473765386217462,-1.1974722634478e-05,0.0117041624246355,0.00297183640776738,0.000820404340194036,0.0078125
0.00634077796770727,0.00302890670034273,0.00487639506523474,0.0039165528188756,0.000542740453124912,3.69319841519895e-05,0.000374330459730676,-9.46144137858873e-06,0.00909617293423537,0.00219660680402448,-3.44700650866114e-05,0.0048828125
0.00457505498415656,0.00218544392604852,0.00351846029959402,0.00367217853899326,0.000314647890616943,2.95909151241912e-05,0.000299923795502144,-7.58076543183606e-06,0.0071870480523013,0.00165892709046495,-0.00048300521932676,0.0030517578125
0.00337555403837175,0.00161245801323812,0.00259598035745467,0.00332756581006111,0.000175939875740355,2.39827395305606e-05,0.000243081169891357,-6.1440317756789e-06,0.00575845933524466,0.00127804754112792,-0.000691018953593359,0.0019073486328125
0.00254497519253372,0.00121570136221921,0.00195722110649832,0.00295037550538635,9.24938525388441e-05,1.96174790107334e-05,0.000198836323188734,-5.02571502503102e-06,0.00466709561887058,0.00100219385823033,-0.000760040984979726,0.00119209289550781
0.00195764994624548,0.000935143774045855,0.00150553679468779,0.00257818283965672,4.30777813012762e-05,1.61638441770855e-05,0.000163831414984994,-4.14094361966821e-06,0.00381760600066627,0.000797906020311434,-0.000751751080927177,0.000745058059692383
0.00153304868853565,0.000732317306851915,0.00117899587363146,0.00223049809094422,1.45013757745505e-05,1.33936525696376e-05,0.000135753662820592,-3.43126050605935e-06,0.00314552081286879,0.000643342991905382,-0.000703201174913404,0.000465661287307739
0.00121916498750241,0.000582379168341141,0.000937602634730528,0.00191616379775872,-1.41205109810416e-06,1.11464745407783e-05,0.000112977004486203,-2.85556592383163e-06,0.00260643523016935,0.000524071122779329,-0.000636285560024374,0.000291038304567337
0.000982081972598192,0.000469127713072115,0.000755273202945106,0.00163788039413215,-9.71622509185477e-06,9.30701803242978e-06,9.4332877553116e-05,-2.38432371146846e-06,0.00216912927853086,0.000430409091563583,-0.000563622968747124,0.000181898940354586
0.000799410172606652,0.000381867783489975,0.000614788885630602,0.00139495241649779,-1.35219078361837e-05,7.79055648368263e-06,7.89625214311362e-05,-1.99582814652821e-06,0.0018111668614238,0.000355749263791033,-0.0004922018476059,0.000113686837721616
0.000656151462648302,0.000313434971509319,0.000504615328087543,0.00118493546844611,-1.47330022988168e-05,6.53345227265983e-06,6.62209260891e-05,-1.67377618875975e-06,0.00151605999753368,0.000295492322959917,-0.00042563249088301,7.105427357601e-05
0.000542084767822582,0.000258946803337656,0.000416891980796641,0.00100460703787575,-1.45054442561021e-05,5.48692269748338e-06,5.56136460853063e-05,-1.40567041395645e-06,0.00127142466101393,0.000246367738893805,-0.000365532561550808,4.44089209850063e-05
0.000450107450914339,0.000215010442076946,0.000346156538463038,0.000850523895691069,-1.35330190676464e-05,4.61288131103563e-06,4.67546497024962e-05,-1.18175362395778e-06,0.00106776762720839,0.000205997527738228,-0.000312374436892027,2.77555756156289e-05
0.000375177870056587,0.000179217561350087,0.00028853171069021,0.000719328844032141,-1.22251619815994e-05,3.88111747603656e-06,3.93377318449462e-05,-9.94286289413004e-07,0.000897677186947998,0.0001726138766521,-0.000265999110339421,1.73472347597681e-05
0.000313636928928829,0.000149820258704136,0.00024120345804457,0.000607907331631852,-1.08173790364929e-05,3.26734698691267e-06,3.31167557821033e-05,-8.37047147372871e-07,0.00075527428155775,0.000144874458093996,-0.000225924149778067,1.0842021724855e-05
0.000262769247484029,0.000125521432606857,0.000202083509035056,0.000513455737393365,-9.43966621333447e-06,2.75183635254847e-06,2.78917093301523e-05,-7.04980762100682e-07,0.000635833149441378,0.000121740085397504,-0.000191525014610061,6.7762635780344e-06
0.00022051641468912,0.000105337807030759,0.000169588836238965,0.000433499085710443,-8.15877057216974e-06,2.31841027811819e-06,2.34986450140529e-05,-5.93943256577134e-07,0.000535513608379112,0.00010239241551277,-0.000162138970564052,4.2351647362715e-06
0.00018528724823863,8.85092950007604e-05,0.000142495735943382,0.00036588106868507,-7.0041811203736e-06,1.95371944240741e-06,1.98022584990687e-05,-5.00514727219681e-07,0.000451167909235384,8.61775952225863e-05,-0.000137122102582543,2.64697796016969e-06
0.000155830332844054,7.44381118014115e-05,0.000119841803318921,0.000308740059113077,-5.98401695292572e-06,1.64668849672242e-06,1.66902936888924e-05,-4.21857829668859e-07,0.000380198243763452,7.25668927846757e-05,-0.000115878257412438,1.65436122510606e-06
0.000131146873379007,6.26471460646871e-05,0.000100858911859625,0.000260479149639892,-5.09465700448963e-06,1.38809149081293e-06,1.40692393825192e-05,-3.55609008573232e-07,0.000320449323936156,6.1128595425175e-05,-9.78714907970968e-05,1.03397576569128e-06
0.000110429917598798,5.27509272579829e-05,8.49264724258614e-05,0.000219734804224547,-4.32650537776635e-06,1.17021941146295e-06,1.18609595540775e-05,-2.99793325941877e-07,0.000270125758865536,5.15074960874828e-05,-8.26290892532722e-05,6.46234853557053e-07
9.30210488317984e-05,4.44349383489917e-05,7.1538127623505e-05,0.00018534662058789,-3.66738109905396e-06,9.86615807958141e-07,1.00000137401857e-05,-2.52756732210813e-07,0.000227727357060559,4.34095856647332e-05,-6.97394465979384e-05,4.03896783473158e-07
7.83788313954981e-05,3.74405425939695e-05,6.02774846529819e-05,0.000156329455276216,-3.10445661277914e-06,8.31863840027036e-07,8.4314986270595e-06,-2.13111511326858e-07,0.00019199767853717,3.6590388423241e-05,-5.8847353472502e-05,2.52435489670724e-07
6.60553047542312e-05,3.15537551042189e-05,5.08000380673446e-05,0.000131848432164405,-2.62531746336725e-06,7.01412943296398e-07,7.10929118907799e-06,-1.79691874047094e-07,0.000161882593868512,3.08459030983199e-05,-4.96482002251275e-05,1.57772181044202e-07
5.56781012083229e-05,2.65967006999879e-05,4.28194173264229e-05,0.000111196939430513,-2.21849652207173e-06,5.91436562041164e-07,5.99460671435459e-06,-1.51517512203547e-07,0.000136496552885834,2.60054497044637e-05,-4.18819477788768e-05,9.86076131526265e-08
4.693657841226e-05,2.24209895959282e-05,3.6096721966028e-05,9.37774947316061e-05,-1.87369987592056e-06,4.98714617037238e-07,5.0548075376522e-06,-1.27763488011468e-07,0.00011509489914685,2.19259411458894e-05,-3.53273305501167e-05,6.16297582203915e-08
3.9570882904294e-05,1.89024931921411e-05,3.04321108710592e-05,7.90852466234782e-05,-1.5818569318593e-06,4.2053591746416e-07,4.26241391937587e-06,-1.07735233401129e-07,9.70509979176803e-05,1.8487242427645e-05,-2.97965223674534e-05,3.85185988877447e-08
3.33632011630947e-05,1.59371648183471e-05,2.56580738736689e-05,6.6693835039322e-05,-1.33507492941498e-06,3.54616819579073e-07,3.59427959661929e-06,-9.08477116867701e-08,8.18372453021965e-05,1.55883758266029e-05,-2.51303598998165e-05,2.40741243048404e-08
2.81306777787371e-05,1.34376568369232e-05,2.1633985451075e-05,5.62433260951067e-05,-1.12654574455084e-06,2.99033228696316e-07,3.03090257791627e-06,-7.6607997834266e-08,6.90092390369657e-05,1.31443949486498e-05,-2.11941406402794e-05,1.50463276905253e-08
2.37196284772478e-05,1.13305562803867e-05,1.82416542331421e-05,4.7429949241673e-05,-9.50433026447595e-07,2.52163630070495e-07,2.55584772224093e-06,-6.46006830251622e-08,5.81925459255395e-05,1.10837950350606e-05,-1.78739706638842e-05,9.4039548065783e-09
2.00007756996357e-05,9.5541089495943e-06,1.53816589099076e-05,3.99973874967152e-05,-8.01755601409493e-07,2.12641280569748e-07,2.15526217017814e-06,-5.44756274534208e-08,4.90716155110427e-05,9.34635809560214e-06,-1.5073616787431e-05,5.87747175411144e-09
1.68653031242805e-05,8.0563347110707e-06,1.29703139500892e-05,3.37293981016451e-05,-6.76275761835043e-07,1.79314038326051e-07,1.81746819039041e-06,-4.59376690020719e-08,4.13804764742842e-05,7.88135385970667e-06,-1.27118095727408e-05,3.67341984631965e-09
1.42215736902429e-05,6.79345973930712e-06,1.09371455861984e-05,2.84435680659723e-05,-5.70396695293018e-07,1.51210578776956e-07,1.53262075597294e-06,-3.87379681665578e-08,3.48949193900161e-05,6.64603399161412e-06,-1.07199424514981e-05,2.29588740394978e-09
1.1992390201776e-05,5.72860794373353e-06,9.22278507431429e-06,2.39860348403287e-05,-4.81070758784341e-07,1.27511962124544e-07,1.29241936219771e-06,-3.26667245476031e-08,2.94259222899385e-05,5.60436936600239e-06,-9.04011484825773e-06,1.43492962746861e-09
1.01127028953041e-05,4.83070590295842e-06,7.77720569078433e-06,2.02270259315185e-05,-4.05718859897153e-07,1.07527692295301e-07,1.08986536784261e-06,-2.75470430910474e-08,2.48141176291128e-05,4.72598965930993e-06,-7.62347161442634e-06,8.96831017167883e-10
8.52768730363884e-06,4.07356468618003e-06,6.55824450834785e-06,1.70570922759516e-05,-3.42160429933624e-07,9.06755501274559e-08,9.19057590476058e-07,-2.3229767442956e-08,2.09251333020966e-05,3.98529189180041e-06,-6.42879622436698e-06,5.60519385729927e-10
7.19113025182683e-06,3.43510886419152e-06,5.53036114059324e-06,1.43839286264047e-05,-2.88553094557331e-07,7.64646009808467e-08,7.7502007800323e-07,-1.9589127320252e-08,1.76456681355575e-05,3.36069040668407e-06,-5.42132039549337e-06,3.50324616081204e-10
6.06407310788093e-06,2.89672840797506e-06,4.66359433004548e-06,1.21296901889334e-05,-2.43341001820996e-07,6.44808741019631e-08,6.53556958885027e-07,-1.65190694456641e-08,1.48801851342917e-05,2.83398547240576e-06,-4.57171773349252e-06,2.18952885050753e-10
