Y_e,L_e,rev_e,K_e,I_e,Z_e,P_e,Lam_e,V_e,D_e,q_e,a_e
0.0191623692176165,0.00915361313915669,0.0147368797909162,0.00244205044647861,0.00250524262670623,3.56334436828389e-05,0.000344257105638457,-8.70131815222663e-06,0.0207829277518421,0.00584927544476607,0.00501048525341252,0.02
0.0130059811516866,0.0062127870831471,0.010002290354531,0.00358869471415058,0.00152587767015697,2.72360836695469e-05,0.000263129643501725,-6.65076974704082e-06,0.0155558878198674,0.00414149275472483,0.00235821301351402,0.0125
0.00899819412431246,0.00429831964041627,0.00692008924571874,0.00398472792227378,0.000919977202692157,2.12158544973893e-05,0.000204967802941658,-5.18069209065608e-06,0.011889994859521,0.00299862311107185,0.00082076510656548,0.0078125
0.00635816300619352,0.00303721130583828,0.00488976508328531,0.00396147220713106,0.000546527789894835,1.68013272027253e-05,0.000162318756648294,-4.10271021433761e-06,0.00926184557129872,0.00222056207997715,-3.86071501360385e-05,0.0048828125
0.00459399174601771,0.00219448976950437,0.00353302367534414,0.00371825539245796,0.000317545936176084,1.34917044364337e-05,0.000130344267614269,-3.2945345883606e-06,0.00733467030345825,0.00168041962600907,-0.00048996623447306,0.0030517578125
0.00339497875529826,0.00162173694644641,0.00261091899656907,0.00337311342785873,0.000178168554356817,1.09582335678961e-05,0.000105868234475781,-2.67588722291379e-06,0.00588984445567498,0.00129734838767614,-0.00069964742274442,0.0019073486328125
0.00256417679845655,0.00122487371821928,0.00197198816139976,0.00299429215210067,9.42131318588391e-05,8.98213905190653e-06,8.67770519170641e-05,-2.19334539408589e-06,0.00478385007083038,0.00101951724998764,-0.000769537949794175,0.00119209289550781
0.00197616398022649,0.000943987685922465,0.00151977507024359,0.00261977774570732,4.44058940978487e-05,7.41544941917395e-06,7.16411575815146e-05,-1.8107760005881e-06,0.00392118002171049,0.000813432583312124,-0.000761567183000911,0.000745058059692384
0.00155058394137653,0.000740693667779957,0.00119248141449979,0.00226936970002978,1.55269904983657e-05,6.15619259561329e-06,5.94753923752744e-05,-1.50327851711207e-06,0.00323723691499733,0.000657232563564092,-0.000712962898784197,0.00046566128730774
0.00123555217426075,0.000590207113117802,0.000950205251798786,0.00195211362272874,-6.21582040338797e-07,5.13262141473014e-06,4.95866020781e-05,-1.25333302847253e-06,0.00268750453274258,0.000536469558024666,-0.000645744158889183,0.000291038304567338
